Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Cooking_With_Microwave,Cooking_With_Grill,Cooking_With_Oven,Cooking_With_Stove,Cooking_With_Airfryer,Recycling_Glass,Recycling_Plastic,Recycling_Paper,Recycling_Metal
3,1,1,1,1,1,0,1,179,0,1423,2,4,12,46,15,0,0,0,0,0,0,0,0,1,1
0,1,3,3,2,1,0,0,66,0,435,0,7,15,31,12,1,1,0,1,0,0,0,1,1,0
1,1,2,2,2,0,0,1,50,2,25,2,5,16,50,4,1,1,1,0,1,1,1,0,0,0
1,1,3,0,0,1,0,2,130,2,1950,3,3,23,43,13,2,1,1,1,0,1,1,0,0,1
0,1,3,0,1,2,1,0,213,2,3654,0,5,4,50,12,0,1,0,1,1,0,1,0,0,1
2,1,0,0,0,0,0,2,233,2,74,3,3,0,11,24,2,0,1,1,0,1,0,1,1,1
2,0,0,1,0,0,0,2,297,2,72,0,1,3,26,6,0,0,0,0,1,0,0,1,0,1
2,1,3,3,0,0,0,2,79,1,57,2,3,21,4,12,2,0,0,1,1,0,1,1,0,0
0,1,0,3,1,2,1,2,139,1,370,1,1,19,41,16,2,1,1,0,0,1,0,1,0,1
2,0,2,1,1,0,0,0,178,3,70,2,2,10,26,4,2,0,0,1,1,0,0,1,1,1
3,1,2,2,2,2,1,0,293,3,8001,3,2,13,2,11,2,0,0,0,1,0,1,0,1,0
3,0,3,0,3,0,0,2,64,0,22,1,7,4,49,13,1,0,1,1,0,1,1,0,0,1
3,0,0,1,3,1,0,2,242,3,520,1,3,24,26,1,2,1,1,0,0,1,1,1,0,0
0,1,2,1,1,2,2,0,170,1,8876,3,7,16,37,14,1,0,0,1,1,0,0,0,0,0
3,1,1,2,1,0,0,2,155,3,44,1,4,22,24,10,0,1,1,1,0,1,1,0,1,1
3,0,3,3,3,1,0,0,255,1,402,2,7,3,25,22,0,1,1,1,0,1,1,1,0,0
2,1,2,1,0,1,0,2,147,0,1679,2,1,5,29,12,0,1,1,1,1,1,1,0,1,0
1,0,0,0,3,2,5,2,160,3,7440,1,7,24,41,13,2,0,0,1,0,0,1,1,0,0
0,1,3,0,2,2,1,0,85,0,678,2,7,20,41,0,1,0,0,0,1,0,1,0,1,1
0,1,1,3,0,1,0,1,188,2,1319,0,7,9,30,2,2,1,1,1,0,1,0,0,0,0
1,0,0,2,0,0,0,1,90,1,15,2,4,9,2,19,0,1,1,1,0,1,1,1,1,1
3,1,0,1,1,0,0,2,259,1,6,2,6,7,18,17,0,0,1,0,1,1,0,0,0,1
3,0,1,3,2,0,0,2,69,3,35,0,1,7,21,19,2,1,1,1,1,1,1,1,0,0
0,0,3,3,0,2,3,1,210,0,6683,3,1,6,1,20,1,0,0,0,1,0,1,1,1,0
1,1,3,3,2,0,0,0,147,0,36,3,5,18,8,11,1,0,1,1,0,1,0,0,1,1
1,0,0,2,2,2,1,2,79,3,4195,0,3,24,50,7,1,1,1,1,1,1,0,0,1,0
1,1,0,1,0,0,0,2,226,0,21,3,4,6,9,17,0,0,0,0,0,0,1,1,1,1
3,0,3,0,0,1,0,2,255,3,1798,2,3,23,13,15,1,0,0,1,1,0,1,0,1,0
1,0,1,1,2,2,1,0,59,1,4562,1,7,8,50,2,0,1,0,1,0,0,1,1,1,1
1,0,2,1,1,1,0,0,178,2,1006,2,1,14,10,18,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,0,0,0,119,1,77,0,5,8,13,22,0,1,0,0,1,0,1,0,1,0
1,0,1,0,2,2,4,1,282,2,4428,1,6,11,44,1,2,1,1,0,0,1,0,1,1,0
3,0,1,3,3,1,0,2,91,2,1630,1,5,13,4,9,2,1,0,1,1,0,0,1,0,0
2,0,2,1,0,2,4,2,202,1,9282,3,7,11,27,8,2,1,1,1,0,1,1,0,1,1
1,1,0,1,0,2,1,0,183,3,7025,3,2,0,49,2,1,0,0,0,0,0,0,1,1,0
1,0,0,2,1,0,0,0,299,0,1,3,7,3,43,3,0,0,1,0,0,1,1,1,0,1
0,1,1,1,1,2,4,2,88,2,5321,3,4,16,41,24,2,1,0,1,0,0,1,1,0,1
1,0,3,2,1,2,2,1,89,3,7423,2,2,7,12,11,0,1,1,0,1,1,0,1,0,0
0,1,1,1,2,0,0,0,273,2,55,0,3,12,20,4,0,1,0,1,0,0,1,1,1,0
3,1,1,1,0,1,0,0,104,1,87,0,3,12,31,13,0,1,0,0,1,0,0,0,1,0
3,0,3,1,1,2,2,1,176,2,4373,3,2,11,14,1,2,1,0,1,1,0,0,0,1,1
3,0,2,3,3,2,4,2,256,3,7576,1,7,10,9,9,0,1,0,0,1,0,0,1,0,1
2,0,2,3,1,0,0,1,122,2,5,1,7,18,19,18,2,0,0,1,1,0,0,0,1,1
2,1,0,1,3,0,0,2,211,0,76,0,7,17,5,2,0,0,1,1,1,1,1,1,0,1
0,1,3,3,2,2,5,0,260,2,2468,0,7,18,43,24,2,0,0,0,0,0,1,0,0,1
0,1,2,2,1,2,1,0,187,1,8542,1,1,18,7,19,2,0,1,1,1,1,0,1,1,0
2,0,1,3,3,0,0,2,259,1,53,1,1,22,40,14,2,1,1,1,0,1,0,1,1,1
2,0,0,2,0,2,2,1,209,2,9970,2,6,2,48,23,0,1,0,1,0,0,1,0,1,0
3,0,1,1,3,1,0,2,126,1,118,3,2,15,44,7,0,1,0,0,0,0,0,1,0,0
3,0,2,2,3,2,1,0,152,3,6040,0,3,7,49,22,1,1,1,1,0,1,0,1,0,0
1,1,3,2,1,1,0,0,168,0,1202,2,4,24,47,20,1,1,0,0,1,0,0,1,0,0
2,1,2,0,3,2,1,1,142,1,1943,1,7,9,14,0,1,1,0,0,0,0,1,1,0,1
1,1,1,1,0,0,0,0,95,3,95,0,6,1,42,9,0,1,1,0,1,1,0,0,0,1
2,1,3,1,2,0,0,1,111,0,70,3,7,23,40,9,0,0,1,0,1,1,0,1,0,1
3,1,3,0,2,0,0,0,61,1,63,3,4,13,11,23,2,0,1,1,1,1,1,1,1,0
0,0,0,3,1,2,3,0,183,0,2132,3,5,8,37,9,1,0,1,0,1,1,1,0,1,1
1,1,2,3,2,0,0,1,152,3,91,3,7,2,50,4,0,1,1,0,0,1,0,0,0,0
3,0,1,3,0,2,3,0,117,2,185,3,2,9,5,20,1,0,0,1,0,0,1,1,1,0
1,1,2,0,0,2,3,2,163,1,3674,2,4,15,44,17,1,1,1,1,1,1,1,0,1,0
0,0,1,1,1,2,2,2,181,2,7643,1,5,12,46,12,2,1,0,1,1,0,1,1,0,0
1,1,3,3,1,0,0,0,236,0,7,0,4,12,48,11,0,1,1,0,0,1,0,1,1,1
0,0,1,0,1,2,1,0,109,0,3237,0,3,6,46,14,0,1,0,0,0,0,1,1,1,1
1,0,2,3,3,1,0,1,211,1,1254,2,6,17,46,1,2,0,0,0,1,0,1,1,1,1
2,1,0,2,2,0,0,0,72,0,98,3,2,0,23,19,1,1,0,1,0,0,1,0,1,0
0,1,2,0,2,2,1,1,264,1,8451,1,7,21,36,20,0,1,0,1,0,0,1,0,0,0
3,0,2,3,0,0,0,2,75,0,84,1,3,19,50,11,0,1,0,0,1,0,1,1,0,0
3,1,2,2,2,1,0,1,157,1,1396,0,5,4,13,10,2,1,0,0,0,0,1,0,1,0
2,1,0,2,3,1,0,1,165,1,1703,1,2,5,18,20,1,1,1,0,0,1,0,0,0,1
1,1,0,0,0,2,4,0,242,2,1439,3,1,14,2,8,1,1,1,1,0,1,0,1,1,0
3,0,3,0,0,0,0,2,53,3,30,1,2,22,49,15,0,1,1,1,0,1,1,0,0,1
2,0,0,3,1,1,0,0,164,3,378,2,3,18,8,22,2,0,0,0,0,0,1,1,1,0
2,1,1,1,1,0,0,1,171,2,92,1,3,19,45,10,0,0,1,1,1,1,0,1,1,0
3,0,1,1,3,1,0,0,205,2,1007,1,7,11,47,14,2,0,1,0,0,1,0,0,1,0
3,0,0,3,1,0,0,1,284,3,63,3,4,7,28,0,0,1,1,1,0,1,1,0,1,1
2,0,3,2,1,0,0,2,233,3,60,1,7,22,22,24,0,1,0,0,1,0,1,1,1,0
1,0,1,1,0,2,1,2,65,0,5498,2,7,8,18,13,2,0,1,0,0,1,1,0,0,0
1,0,2,1,3,2,1,1,67,3,8858,3,6,11,10,10,0,0,0,1,1,0,1,0,1,0
2,0,0,3,2,1,0,2,54,3,879,1,3,11,46,19,0,0,0,1,1,0,1,1,0,1
0,1,0,1,3,2,4,2,143,3,8590,2,5,7,36,18,0,0,0,0,1,0,0,0,0,0
1,0,1,2,1,2,4,0,273,0,911,3,3,12,38,14,0,1,0,0,1,0,0,0,1,0
3,1,1,1,1,0,0,2,247,2,35,1,6,11,37,16,0,1,0,1,1,0,0,1,1,0
3,0,1,1,3,1,0,0,125,0,1096,1,5,3,13,5,0,1,0,0,0,0,0,0,1,0
1,0,3,3,0,0,0,2,197,1,43,3,2,21,5,5,2,0,1,0,0,1,1,1,1,0
1,0,2,3,2,1,0,1,159,1,1491,1,3,24,45,14,2,0,1,1,1,1,1,1,1,0
2,1,1,3,1,0,0,1,93,2,7,0,2,3,14,13,1,0,1,1,1,1,1,1,0,0
2,1,0,1,0,2,4,2,132,3,5132,0,7,21,46,16,0,1,0,1,0,0,0,1,0,1
2,1,3,3,2,0,0,2,233,1,94,0,2,17,10,1,2,0,1,1,1,1,0,0,0,1
2,0,1,0,1,1,0,1,159,3,30,0,1,10,32,18,0,1,1,0,0,1,0,1,0,1
0,0,1,1,0,0,0,0,204,2,56,0,7,2,12,15,1,0,0,1,1,0,0,1,0,1
2,0,0,1,3,2,1,0,252,0,9734,2,7,11,0,18,1,0,0,1,1,0,1,1,0,0
1,1,2,1,1,2,2,0,245,2,1092,1,6,16,12,7,1,0,1,1,1,1,1,1,1,1
3,1,0,3,1,2,3,2,160,1,9363,1,4,11,10,24,0,0,1,0,1,1,1,1,0,1
2,1,3,0,0,0,0,0,220,3,27,0,5,2,35,6,0,1,0,1,1,0,1,0,1,0
0,0,0,2,2,0,0,1,187,0,24,2,3,18,1,14,1,1,0,0,0,0,1,1,0,0
0,0,2,0,3,2,2,0,176,0,4407,2,7,18,29,13,1,1,0,1,1,0,0,0,1,0
1,0,2,1,1,1,0,2,292,3,1468,1,3,18,45,2,1,0,1,0,1,1,0,1,1,0
1,1,2,1,3,2,5,2,234,0,5098,1,5,7,8,21,2,0,1,0,0,1,0,0,1,0
0,1,2,3,0,2,1,1,61,2,4055,1,1,18,32,10,0,0,1,1,1,1,1,1,0,1
2,0,2,3,0,2,3,0,71,2,352,3,5,1,13,4,0,1,0,1,0,0,0,1,0,1
1,0,3,1,2,2,2,1,212,2,4273,3,6,21,41,12,0,0,1,1,0,1,1,0,0,0
3,1,0,2,0,0,0,2,56,1,7,0,4,15,24,7,1,1,1,1,1,1,1,0,0,0
3,0,0,2,0,2,1,1,169,1,1769,2,7,18,34,0,1,1,1,1,0,1,0,0,1,0
1,0,3,2,1,0,0,1,123,2,43,1,4,23,10,4,2,1,0,1,1,0,0,0,1,0
3,0,2,1,3,2,1,1,142,2,6372,3,7,12,44,4,1,0,1,1,0,1,1,0,0,0
3,0,1,3,2,1,0,1,126,3,1251,3,6,24,29,4,2,1,1,1,1,1,1,1,1,0
0,0,2,3,2,2,5,0,138,2,6063,3,7,9,42,11,1,0,1,1,0,1,0,1,0,1
0,0,3,1,1,2,4,2,138,1,8744,3,7,6,46,24,0,0,1,0,1,1,0,1,0,1
1,1,2,3,0,2,1,1,260,3,1574,0,5,19,4,0,0,0,0,0,1,0,1,0,0,0
3,0,0,2,1,1,0,0,156,0,1672,1,3,13,15,4,2,0,0,1,0,0,0,1,1,1
3,0,2,0,1,0,0,2,291,3,98,1,2,10,30,16,1,1,1,1,0,1,0,0,0,0
3,1,1,3,0,2,5,0,165,1,7287,3,6,19,29,11,2,0,0,1,0,0,0,1,1,0
0,0,1,1,2,0,0,1,190,1,29,2,7,0,38,21,2,1,1,0,0,1,0,1,1,1
2,0,1,3,2,2,4,0,56,0,508,1,6,20,43,8,1,0,1,0,1,1,1,0,1,1
0,0,0,0,1,2,2,1,75,2,1995,2,3,12,0,22,0,1,1,0,0,1,1,1,0,1
2,1,1,2,2,2,1,2,173,0,1800,1,3,2,42,18,2,0,1,1,0,1,1,1,1,0
0,0,0,3,0,0,0,1,85,1,98,1,7,19,23,7,2,0,0,0,0,0,0,1,0,0
1,0,0,3,1,0,0,0,55,1,22,2,4,7,29,0,1,1,1,0,0,1,0,0,1,0
1,0,2,1,2,2,3,2,238,0,3913,2,6,19,30,10,0,1,0,1,0,0,0,0,1,0
0,0,1,3,2,0,0,1,184,3,44,3,1,4,14,16,2,1,0,1,1,0,0,1,0,0
0,0,0,2,3,1,0,1,243,3,1598,0,1,2,15,17,2,1,0,1,1,0,0,0,0,1
2,0,2,2,1,2,3,1,104,1,5677,0,2,8,34,19,2,1,1,1,0,1,0,0,0,1
1,0,1,1,3,0,0,2,267,3,83,3,7,21,38,19,2,0,1,0,0,1,1,1,1,1
1,1,0,2,1,2,2,2,121,3,667,3,4,11,8,11,2,1,1,0,1,1,1,0,1,0
0,0,0,0,2,2,5,2,286,0,7330,1,5,0,18,9,1,1,1,1,1,1,0,0,1,1
2,1,0,1,2,0,0,1,184,2,0,0,2,0,49,5,2,0,1,1,0,1,0,1,1,0
1,1,0,3,2,0,0,2,262,1,66,0,7,22,17,17,1,0,1,0,0,1,1,1,0,1
3,1,3,3,3,0,0,2,86,3,27,2,3,24,50,11,1,1,0,0,0,0,1,0,1,0
2,0,0,0,1,1,0,0,227,1,1981,1,1,23,49,6,0,1,1,0,0,1,0,0,1,0
2,1,3,2,2,2,5,2,60,2,5743,0,3,3,37,18,0,0,1,0,1,1,0,1,1,1
1,1,1,2,0,1,0,1,267,1,1338,2,3,16,18,9,0,0,0,1,1,0,0,0,1,1
2,0,0,0,1,0,0,0,139,1,90,1,2,19,25,4,2,1,1,1,0,1,0,1,0,0
1,1,0,1,3,1,0,0,181,0,1182,0,5,22,39,21,2,1,1,0,0,1,0,0,0,0
3,0,1,3,2,1,0,0,279,0,347,1,3,24,2,15,1,1,0,1,1,0,0,0,0,1
0,0,2,0,2,1,0,2,122,2,1286,0,4,4,38,15,2,1,1,1,1,1,1,0,0,1
1,1,2,1,0,2,5,1,281,3,2948,0,4,11,8,1,0,0,0,0,1,0,1,1,1,0
1,1,2,0,2,0,0,0,200,3,53,0,7,24,44,1,1,1,1,1,0,1,1,0,1,1
2,1,0,0,2,2,4,2,60,3,2677,0,2,6,20,23,0,0,1,0,0,1,0,1,0,1
2,1,3,0,0,1,0,1,244,1,626,0,6,20,6,22,2,1,1,1,0,1,1,0,1,1
2,0,0,1,1,1,0,0,102,0,726,2,7,17,45,1,1,1,0,1,0,0,1,0,0,1
2,0,3,2,2,1,0,0,197,1,48,2,3,4,16,0,1,0,0,0,1,0,0,0,1,0
0,1,0,1,2,2,4,1,117,2,6711,1,3,11,6,12,0,0,0,0,1,0,0,0,1,0
2,1,1,0,1,0,0,2,71,0,46,1,6,12,11,3,1,1,0,1,1,0,0,1,1,1
2,0,3,3,2,0,0,1,91,1,88,0,5,4,49,20,1,1,1,1,0,1,0,1,1,0
1,0,2,2,1,0,0,2,180,2,85,1,4,19,27,0,2,0,1,1,0,1,0,0,1,0
0,1,2,3,1,0,0,1,278,1,82,1,5,3,39,12,2,0,1,1,1,1,1,0,1,1
0,1,1,2,1,1,0,0,262,1,1972,2,7,12,42,11,0,1,0,1,1,0,0,1,0,1
2,1,2,1,2,1,0,2,69,0,1080,3,3,3,35,4,1,0,1,0,1,1,0,0,0,0
1,0,3,3,1,2,1,2,69,0,9670,3,2,17,48,14,1,1,1,1,1,1,0,0,1,1
2,1,2,0,0,0,0,0,120,0,32,1,2,13,16,8,0,0,0,0,1,0,0,0,0,1
3,1,1,1,2,0,0,1,105,0,99,0,1,20,17,2,0,1,0,1,1,0,1,0,0,0
1,0,3,2,3,0,0,0,284,3,85,2,5,8,12,10,1,1,0,0,0,0,1,0,1,0
2,1,1,1,0,2,4,2,243,0,9996,0,1,23,4,1,1,1,0,0,1,0,1,0,0,1
0,0,1,2,0,2,2,0,118,2,6992,1,1,18,45,9,0,0,1,1,0,1,1,1,1,1
2,1,0,1,3,0,0,1,289,1,72,2,2,8,6,17,1,1,0,1,0,0,0,0,0,1
3,0,0,0,2,2,5,0,139,1,4202,2,2,11,48,1,1,1,0,0,1,0,0,0,0,1
2,1,1,1,3,2,1,0,280,3,5546,2,7,12,24,14,0,0,1,0,0,1,0,0,0,1
2,0,0,1,0,1,0,1,259,1,1277,1,4,24,21,21,1,1,0,1,1,0,0,0,0,0
3,1,3,2,2,0,0,2,206,3,65,1,7,6,47,3,2,1,1,0,0,1,0,0,0,0
1,1,0,0,3,0,0,0,51,1,93,0,3,5,26,0,2,1,0,1,0,0,0,1,1,0
1,1,0,0,3,1,0,2,238,3,263,1,2,10,24,24,2,0,0,0,0,0,1,1,0,1
2,0,2,1,0,2,5,2,174,3,8347,1,4,24,0,7,2,1,1,0,1,1,0,1,1,1
3,0,3,3,1,1,0,0,173,0,1376,2,3,6,9,19,2,1,1,1,1,1,0,0,1,0
1,1,2,1,1,0,0,1,224,3,0,1,1,15,30,9,2,0,1,0,0,1,1,0,1,1
3,0,2,0,3,1,0,0,55,3,870,2,4,7,17,3,2,1,1,1,1,1,0,0,0,0
0,0,2,1,3,2,4,1,152,2,8216,1,7,23,27,2,0,1,1,1,0,1,1,1,1,1
3,0,1,1,0,2,3,1,70,0,3627,3,6,21,3,2,2,1,1,1,0,1,1,1,0,1
0,1,0,2,3,0,0,1,142,3,86,3,6,14,24,6,2,0,0,0,1,0,0,0,1,1
2,1,3,3,0,1,0,2,295,1,376,2,5,20,16,21,2,1,1,1,0,1,0,0,1,1
1,0,2,3,0,1,0,0,223,0,820,3,7,0,19,21,1,1,0,0,1,0,0,0,1,0
3,1,2,2,1,2,4,0,235,2,4411,2,7,21,10,8,2,1,0,1,0,0,0,0,0,1
1,1,1,3,2,0,0,2,61,1,68,0,1,24,7,8,0,1,0,1,1,0,0,1,1,1
0,0,1,2,0,1,0,0,276,2,1777,0,3,9,40,4,2,0,1,1,0,1,1,0,0,1
1,1,2,0,2,1,0,1,127,0,1300,0,3,9,41,0,0,1,1,0,1,1,0,0,0,0
2,1,3,2,3,2,5,1,122,3,5513,1,3,8,34,13,1,0,0,0,1,0,1,1,1,1
1,0,1,2,1,1,0,0,233,2,644,2,1,6,25,6,2,1,0,1,1,0,0,1,1,0
1,1,0,1,1,0,0,2,118,3,94,2,6,12,17,6,1,1,0,1,1,0,0,0,0,0
3,0,3,1,2,2,3,1,157,2,6804,2,6,18,21,23,0,1,1,0,1,1,0,0,0,1
0,1,3,2,1,0,0,1,110,2,54,2,4,22,27,3,0,1,0,1,0,0,0,0,0,1
0,0,0,3,3,0,0,1,296,2,49,0,3,18,49,19,0,1,0,0,1,0,0,1,1,1
3,1,0,3,3,0,0,2,123,0,53,0,1,21,34,7,0,1,1,1,1,1,0,1,1,0
1,0,3,2,0,2,4,1,144,1,695,3,3,4,22,19,1,0,0,0,0,0,0,1,0,0
0,0,2,0,3,2,3,2,191,3,1652,0,7,2,11,17,2,0,0,1,1,0,0,0,1,1
2,0,0,3,2,2,4,2,284,2,8271,3,7,10,19,23,2,0,0,1,0,0,1,0,1,1
3,0,2,2,1,1,0,2,124,3,1961,3,2,15,35,21,2,1,0,0,1,0,1,0,1,1
2,1,3,2,1,2,1,2,75,0,885,0,1,16,22,10,0,0,1,1,1,1,0,1,0,0
3,1,3,0,3,0,0,1,236,1,93,0,5,4,2,4,2,0,0,0,0,0,1,0,0,1
1,0,1,0,2,2,1,0,183,3,5415,1,3,6,36,11,2,0,1,1,0,1,1,0,1,1
2,1,0,3,1,1,0,1,133,3,390,1,6,5,31,2,0,0,1,1,0,1,1,1,0,0
2,0,0,3,3,0,0,0,250,1,64,0,1,19,11,14,2,0,0,1,0,0,0,0,1,1
1,0,2,2,1,1,0,2,162,2,30,0,1,2,20,17,0,1,0,0,1,0,1,1,1,1
1,1,1,3,0,2,2,2,115,1,1776,1,2,1,33,14,2,1,1,0,1,1,0,1,0,0
1,0,2,1,1,1,0,2,80,0,815,3,6,17,26,20,0,0,1,0,0,1,0,1,1,0
2,1,0,3,1,2,3,0,242,1,217,3,6,21,47,17,1,1,0,1,1,0,0,1,0,0
1,1,2,3,1,2,5,1,144,2,9469,1,3,22,49,3,1,1,0,1,0,0,1,1,0,0
3,0,1,3,1,0,0,2,188,0,77,1,5,17,5,10,0,1,1,1,0,1,0,1,1,1
3,0,1,3,3,1,0,0,213,0,1669,1,7,6,32,4,2,0,0,0,0,0,1,1,1,1
3,1,3,1,2,0,0,1,251,0,94,3,3,24,41,2,0,0,0,1,0,0,0,0,0,1
0,1,2,3,0,1,0,0,157,1,847,2,5,2,50,18,0,1,1,0,0,1,1,1,0,0
1,0,3,0,1,2,2,2,65,0,6811,1,1,13,45,2,0,1,0,0,0,0,1,0,1,0
1,0,2,0,0,2,4,1,225,0,779,2,7,2,24,9,0,0,0,0,1,0,0,1,0,1
2,1,2,1,3,0,0,1,164,0,85,3,7,17,31,4,0,0,0,1,1,0,1,0,0,0
0,1,1,0,3,0,0,2,102,2,76,1,5,14,15,2,1,0,1,0,1,1,1,0,1,0
0,1,1,2,2,2,3,2,131,0,1992,0,4,11,49,9,1,0,0,0,0,0,0,0,0,1
2,1,0,2,3,0,0,2,170,0,15,0,4,20,8,7,0,0,0,1,0,0,1,0,1,0
2,1,2,0,3,0,0,1,133,2,35,1,6,10,21,18,0,0,0,1,1,0,0,1,1,0
0,0,0,1,1,0,0,2,189,2,1,0,1,13,43,24,1,1,0,0,1,0,0,1,0,0
0,1,2,1,0,0,0,0,66,0,60,3,5,10,1,12,0,0,0,0,0,0,0,1,1,0
3,0,0,3,3,0,0,0,164,0,69,3,7,11,3,18,1,0,1,1,1,1,1,1,0,1
2,0,1,1,1,2,4,1,240,2,5914,2,5,5,7,18,2,0,0,0,0,0,0,0,0,1
1,1,3,2,0,1,0,0,92,1,733,2,1,7,3,2,1,0,1,0,0,1,0,0,1,0
3,0,1,0,2,0,0,2,203,1,47,3,5,6,19,19,2,1,0,1,1,0,0,0,1,1
0,0,1,1,3,1,0,2,112,2,605,1,4,19,49,11,1,1,1,1,0,1,1,0,1,0
2,0,3,3,1,1,0,0,118,0,614,3,4,22,13,17,2,1,0,0,1,0,1,0,0,1
1,0,1,0,0,0,0,2,243,1,49,2,5,6,13,16,0,0,1,0,1,1,0,1,1,1
2,1,3,0,3,1,0,2,241,2,1669,3,6,11,31,9,0,0,1,0,0,1,0,1,1,0
2,1,3,1,0,0,0,2,106,2,40,2,6,20,29,5,1,0,0,1,1,0,1,0,1,1
3,1,3,1,0,1,0,0,177,2,378,0,1,22,6,10,0,1,0,1,1,0,0,1,1,1
1,0,2,1,3,0,0,2,146,2,66,0,3,7,29,0,2,1,0,1,0,0,0,1,0,1
2,1,3,2,0,0,0,0,70,2,48,0,4,19,40,14,2,0,1,0,0,1,1,0,1,0
2,0,3,0,3,2,3,1,171,2,6066,3,5,1,9,23,1,1,0,1,0,0,1,1,0,0
1,1,3,3,2,2,1,0,169,1,5869,3,3,3,3,1,0,0,0,1,0,0,1,0,1,0
2,1,1,2,0,1,0,1,221,1,586,1,6,21,44,22,0,1,1,0,0,1,0,0,0,1
3,0,0,3,2,2,1,0,296,0,8886,0,3,24,37,4,2,1,0,1,0,0,1,1,0,1
1,0,3,3,3,0,0,2,179,1,73,2,7,22,45,3,1,0,0,0,1,0,0,0,1,0
0,1,0,2,3,1,0,0,166,3,1416,1,4,17,29,4,2,0,0,0,1,0,0,0,1,0
0,0,2,3,0,2,2,0,72,1,574,3,3,4,1,11,1,0,1,1,0,1,0,1,0,1
3,1,2,1,1,0,0,1,182,3,23,1,6,13,20,16,2,1,1,0,1,1,1,0,1,0
3,0,3,2,0,1,0,2,107,3,1256,3,6,5,23,1,0,0,0,0,0,0,0,1,1,1
0,1,0,2,3,0,0,0,158,1,24,0,5,2,49,11,2,0,1,1,1,1,1,0,0,1
0,0,0,3,0,2,2,2,244,1,6393,0,6,15,50,6,0,0,1,1,0,1,1,0,1,1
2,0,3,2,3,0,0,2,299,2,91,1,4,10,23,23,0,1,1,1,1,1,0,0,0,0
3,0,3,0,1,0,0,0,282,3,65,1,3,8,36,3,2,1,1,0,0,1,1,1,1,0
2,1,2,1,3,0,0,2,118,3,57,0,3,14,45,13,1,0,1,0,1,1,1,1,0,1
1,1,1,3,0,1,0,2,240,3,1077,0,2,4,41,3,1,1,1,1,0,1,1,0,1,1
0,1,3,2,0,0,0,0,217,0,88,3,1,3,28,15,2,1,0,1,1,0,0,1,1,0
0,1,1,3,2,0,0,0,274,0,26,0,3,20,49,2,1,1,1,0,1,1,1,0,1,1
2,1,3,1,0,0,0,2,100,0,4,3,7,14,31,8,0,1,1,1,1,1,0,0,0,0
0,1,2,2,1,2,3,0,107,2,599,0,3,23,14,9,2,1,1,0,1,1,0,0,0,1
1,0,3,3,3,1,0,0,263,2,1560,2,5,10,34,6,2,0,0,1,1,0,0,0,0,1
0,0,3,0,0,2,5,0,188,2,8667,0,4,24,38,16,1,0,1,1,1,1,0,0,0,0
0,1,2,3,3,0,0,1,280,1,44,3,5,20,35,12,1,1,1,0,1,1,0,1,1,0
3,0,1,2,0,0,0,2,59,0,50,1,1,16,12,18,2,1,0,0,0,0,1,1,1,1
2,1,1,3,2,1,0,1,152,0,1155,0,1,0,42,13,2,0,0,0,1,0,0,1,1,0
1,1,2,1,3,1,0,0,241,1,1927,3,5,15,18,15,0,1,1,0,1,1,1,0,1,1
1,1,3,0,3,1,0,2,215,1,1225,2,2,19,5,12,2,0,0,1,0,0,0,1,0,1
3,0,1,1,1,0,0,2,88,0,97,3,6,4,11,24,2,0,0,0,1,0,0,0,1,1
3,1,2,1,1,1,0,0,90,0,774,0,5,13,7,17,0,1,1,0,1,1,1,0,1,1
3,1,2,3,0,2,5,0,170,2,7684,2,5,24,30,19,1,0,1,0,1,1,0,1,1,1
3,1,0,1,0,0,0,0,113,1,30,1,7,18,43,19,1,0,0,0,0,0,0,0,1,1
2,1,2,1,2,0,0,1,200,2,27,2,3,4,23,19,1,1,1,1,0,1,1,0,1,1
2,1,3,0,3,2,3,0,81,1,5781,2,6,12,30,20,1,0,0,1,0,0,1,0,0,1
3,0,0,0,3,2,2,1,174,1,7427,2,4,8,48,22,2,0,0,1,1,0,1,1,0,1
3,0,2,1,1,2,5,2,229,0,3436,2,6,4,48,1,2,0,1,1,1,1,0,0,1,1
2,0,1,1,3,1,0,0,253,0,1197,3,3,13,43,21,0,0,1,0,1,1,0,0,0,1
1,0,3,3,2,2,4,2,54,3,6130,2,7,20,10,3,0,1,1,0,0,1,1,1,0,1
3,1,3,0,3,1,0,1,135,3,952,2,5,13,35,14,0,0,0,1,1,0,0,1,0,1
2,1,3,2,0,2,2,1,118,1,5351,3,2,9,1,17,0,0,1,1,0,1,1,1,0,1
0,0,1,3,3,1,0,0,202,1,233,1,1,21,14,8,2,1,1,0,0,1,0,0,0,0
2,0,1,0,0,1,0,0,276,2,1960,1,5,19,47,8,1,1,1,1,0,1,0,1,0,1
2,0,0,1,3,1,0,1,172,1,465,1,4,21,21,22,0,1,1,1,1,1,1,0,0,1
2,1,3,0,1,0,0,0,290,2,23,0,7,8,5,10,1,1,0,1,1,0,1,1,1,1
0,1,0,3,0,2,4,0,199,0,8052,0,7,15,49,8,0,1,1,0,0,1,0,1,1,0
